,AnalysisName,CatalogTypeCode,AnalysisID,YearID,EventID,ModelCode,Peril,ReTreatySID,ProgramID,ppnp,CompanyName,100shareloss,grloss,ntloss,finalnetloss100,finalnetgrloss,finalnetnetloss,TreatyID,cnty_cd
329727,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9223,248792,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,56983.2729391847,9117.32367026955,7977.65821148586,51000.0292805703,8160.00468489125,7140.00409927984,371333_1,
329861,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9227,248907,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
329862,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9227,248907,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
329924,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9229,248964,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3873333.15513155,619733.304821048,542266.641718417,3466633.17384274,554661.307814838,485328.644337983,371333_1,
330013,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9231,249012,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,13914666.667715,2226346.6668344,1948053.3334801,12453626.6676049,1992580.26681679,1743507.73346469,371333_1,
330163,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9236,249124,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,333688.98720606,53390.2379529695,46716.4582088483,298651.643549423,47784.2629679077,41811.2300969193,371333_1,
330254,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9238,249179,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
330255,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9238,249179,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,12234755.0592004,1957560.80947206,1712865.70828805,11775951.7444803,1884152.27911686,1648633.24422725,371333_2,
330349,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9239,249209,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5072403.11054941,811584.497687906,710136.435476918,4539800.78394172,726368.125430676,635572.109751841,371333_1,
330360,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9239,249213,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2360075.1439772,377612.023036352,330410.520156808,2112267.25385959,337962.760617535,295717.415540343,371333_1,
330536,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9248,249437,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6023941.32324512,963830.611719219,843351.785254317,5391427.48430438,862628.397488701,754799.847802614,371333_1,
330861,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9264,249852,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
330862,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9264,249852,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,9198290.28308084,1471726.44529293,1287760.63963132,8853354.39746531,1416536.70359445,1239469.61564514,371333_2,
330954,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9265,249869,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1596826.97203291,255492.315525266,223555.776084608,1429160.13996946,228665.622395113,200082.419595724,371333_1,
331029,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9268,249947,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
331030,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9268,249947,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5478347.32399851,876535.571839762,766968.625359792,5272909.29934857,843665.487895771,738207.3019088,371333_2,
331237,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9273,250077,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
331238,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9273,250077,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
331307,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9274,250129,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4733061.40062869,757289.82410059,662628.596088016,4236089.95356268,677774.392570028,593052.593498775,371333_1,
331377,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9278,250221,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1721417.50818638,275426.80130982,240998.451146093,1540668.66982681,246506.987172289,215693.613775753,371333_1,
331457,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9281,250312,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
331458,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9281,250312,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
331694,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9289,250571,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,13382427.5707255,2141188.41131608,1873539.85990157,11977272.6757993,1916363.6281279,1676818.17461191,371333_1,
331734,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9290,250599,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,285547.708130867,45687.6333009388,39976.6791383214,255565.198777126,40890.4318043402,35779.1278287977,371333_1,
331977,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9296,250768,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,579096.858360128,92655.4973376204,81073.5601704179,518291.688232314,82926.6701171703,72560.836352524,371333_1,
332072,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9299,250848,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
332073,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9299,250848,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
332101,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9300,250862,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,204060.541351418,32649.6866162269,28568.4757891985,182634.184509519,29221.4695215231,25568.7858313327,371333_1,
332261,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9305,251005,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,602464.925854811,96394.3881367698,84345.0896196736,539206.108640056,86272.977382409,75488.8552096079,371333_1,
332304,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9307,251051,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1511184.12495257,241789.459992411,211565.777493359,1352509.79183255,216401.566693208,189351.370856557,371333_1,
332331,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9310,251117,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1383385.72627108,221341.716203373,193674.001677951,1238130.22501262,198100.836002019,173338.231501766,371333_1,
332336,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9310,251119,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5575973.94188631,892155.830701809,780636.351864083,4990496.67798825,798479.468478119,698669.534918354,371333_1,
332345,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9310,251124,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,11091.552306829,1774.64836909264,1552.81732295606,9926.93931461197,1588.31029033792,1389.77150404568,371333_1,
332563,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9323,251451,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
332564,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9323,251451,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2542549.08299582,406807.853279332,355956.871619415,2447203.49238348,391552.558781357,342608.488933687,371333_2,
332621,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9325,251512,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4859319.88945742,777491.182313187,680304.784524039,4349091.30106439,695854.608170303,608872.782149015,371333_1,
332783,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9333,251707,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,759785.401342786,121565.664214846,106369.95618799,680007.934201793,108801.269472287,95201.1107882511,371333_1,
332899,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9339,251882,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5137555.02126831,822008.803402929,719257.702977563,4598111.74403514,735697.879045622,643735.644164919,371333_1,
332927,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9339,251893,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,10156578.8163772,1625052.61062036,1421921.03429281,9121022.09361041,1459363.53497766,1276943.09310546,371333_1,
332984,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9341,251946,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,8682631.09119982,1389220.97459197,1215568.35276798,7770954.82662384,1243352.77225981,1087933.67572734,371333_1,
333162,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9347,252109,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1321089.53812673,211374.326100276,184952.535337742,1182375.13662342,189180.021859747,165532.519127279,371333_1,
333259,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9350,252190,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4574530.24516797,731924.839226876,640434.234323516,4094204.56942534,655072.731108054,573188.639719547,371333_1,
333457,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9361,252469,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3917627.49125799,626820.398601279,548467.848776119,3506276.6046759,561004.256748144,490878.724654626,371333_1,
333625,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9371,252726,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,78648.8060523234,12583.8089683717,11010.8328473253,70390.6814168295,11262.5090266927,9854.69539835612,371333_1,
333640,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9372,252754,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,249874.269890465,39979.8831824744,34982.3977846651,223637.471551966,35781.9954483146,31309.2460172752,371333_1,
333830,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9382,252985,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2977393.8352648,476383.013642368,416835.136937072,2664767.482562,426362.797209919,373067.447558679,371333_1,
333982,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9392,253256,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2990453.54145606,478472.56663297,418663.495803848,2676455.91960317,428232.947136508,374703.828744444,371333_1,
333996,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9392,253269,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2021749.21745403,323479.874792645,283044.890443564,1809465.54962136,289514.487939417,253325.17694699,371333_1,
334016,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9393,253303,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,990671.32730648,158507.412369037,138693.985822907,886650.8379393,141864.134070288,124131.117311502,371333_1,
334055,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9395,253345,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,12062481.0057117,1929996.96091387,1688747.34079964,10795920.500112,1727347.28001792,1511428.87001568,371333_1,
334104,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9397,253406,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,10494581.9990867,1679133.11985387,1469241.47987213,9392650.88918257,1502824.14226921,1314971.12448556,371333_1,
334167,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1107,253494,22,ST,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
334168,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1107,253494,22,ST,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3344755.92361569,535160.947778511,468265.829306197,3219327.57648011,515092.412236817,450705.860707215,371333_2,
334268,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9404,253610,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
334269,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9404,253610,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,998191.48288836,159710.637262138,139746.80760437,960759.302280046,153721.488364807,134506.302319206,371333_2,
334290,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9404,253636,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3589540.45834017,574326.473334427,502535.664167624,3589540.45834017,574326.473334427,502535.664167624,371333_1,
334361,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9408,253723,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,401863.197553483,64298.1116085573,56260.8476574876,359667.561810367,57546.8098896587,50353.4586534514,371333_1,
334560,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9413,253860,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
334561,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9413,253860,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,5681314.80675997,909010.369081596,795384.072946396,5468265.50150647,874922.480241036,765557.170210906,371333_2,
334580,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9414,253878,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
334581,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9414,253878,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,416912.239076357,66705.9582522172,58367.71347069,401278.030110994,64204.484817759,56178.9242155392,371333_2,
334654,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9415,253907,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
334655,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9415,253907,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,6367567.48339319,1018810.79734291,891459.447675047,6128783.70276595,980605.392442552,858029.718387233,371333_2,
334733,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9418,253990,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,7870406.99930032,1259265.11988805,1101856.97990204,7044014.26437378,1127042.28229981,986161.99701233,371333_1,
334889,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9426,254205,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2190735.90996739,350517.745594782,306703.027395434,1960708.63942081,313713.38230733,274499.209518914,371333_1,
334936,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9427,254253,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
334937,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9427,254253,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,10111042.8098751,1617766.84958002,1415545.99338252,9731878.70450479,1557100.59272077,1362463.01863067,371333_2,
335019,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9431,254365,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,2466812.44571405,394689.991314248,345353.742399967,2207797.13891407,353247.542226252,309091.59944797,371333_1,
335167,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9439,254592,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,8088177.03949889,1294108.32631982,1132344.78552984,7238918.45035151,1158226.95205624,1013448.58304921,371333_1,
335208,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9440,254629,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,12398436.8443521,1983749.89509633,1735781.15820929,11096600.9756951,1775456.15611122,1553524.13659732,371333_1,
335359,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9446,254777,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
335360,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9446,254777,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
335424,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9447,254788,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4254490.31104398,680718.449767036,595628.643546157,3807768.82838436,609243.012541498,533087.63597381,371333_1,
335489,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9450,254864,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,60317.9567234125,9650.873075746,8444.51394127775,53984.5712674542,8637.53140279267,7557.83997744359,371333_1,
335583,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1113,254949,22,ST,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,447208.011215106,71553.2817944169,62609.1215701148,400251.17003752,64040.1872060031,56035.1638052527,371333_1,
335599,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9452,254953,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1049036.78385718,167845.885417148,146865.149740005,938887.921552172,150222.067448347,131444.309017304,371333_1,
335640,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9454,254995,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,134390.843043206,21502.534886913,18814.7180260489,120279.80452367,19244.7687237871,16839.1726333137,371333_1,
335666,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9455,255029,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13755926.7923513,2200948.28677621,1925829.75092919,371333_1,
335667,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9455,255029,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,416321.089082848,66611.3742532557,58284.9524715988,400709.048242241,64113.4477187586,56099.2667539138,371333_2,
335807,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9460,255149,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
335808,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9460,255149,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
335902,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9463,255234,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1890835.93882193,302533.750211509,264717.031435071,1692298.16524563,270767.706439301,236921.743134388,371333_1,
335961,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9465,255290,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
335962,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9465,255290,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,11053221.5695,1768515.45112001,1547451.01973001,10638725.7606438,1702196.12170301,1489421.60649013,371333_2,
336253,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9478,255659,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4813276.93731488,770124.309970381,673858.771224084,4307882.85889682,689261.257423491,603103.600245555,371333_1,
336278,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9479,255687,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4788198.25467634,766111.720748215,670347.755654688,4285437.43793533,685669.990069653,599961.241310946,371333_1,
336292,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9479,255689,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3485765.99324298,557722.558918877,488007.239054018,3119760.56395247,499161.690232395,436766.478953346,371333_1,
336500,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9488,255935,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,11010472.8468981,1761675.6555037,1541466.19856574,9854373.19797384,1576699.71167581,1379612.24771634,371333_1,
336568,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1118,256085,22,ST,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,4311837.77041146,689894.043265834,603657.287857605,3859094.80451826,617455.168722921,540273.272632556,371333_1,
336587,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9494,256092,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,745534.793470937,119285.56695535,104374.871085931,667253.640156488,106760.582425038,93415.5096219084,371333_1,
337041,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,1120,256518,22,ST,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1842728.30341525,294836.52854644,257981.962478135,1649241.83155665,263878.693049064,230893.856417931,371333_1,
337112,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9511,256558,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,1819578.88003369,291132.62080539,254741.043204716,1628523.09763015,260563.695620824,227993.233668221,371333_1,
337193,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9513,256626,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3379216.68645273,540674.669832437,473090.336103383,3024398.9343752,483903.829500031,423415.850812527,371333_1,
337282,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9516,256687,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13585222.7416924,2173635.63867078,1901931.18383693,371333_1,
337283,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9516,256687,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,3710072.70248542,593611.632397667,519410.178347959,3570944.97614222,571351.196182755,499932.29665991,371333_2,
337363,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9517,256713,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,775309.830487813,124049.57287805,108543.376268294,693902.298286593,111024.367725855,97146.321760123,371333_1,
337628,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9521,256832,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,15000000.0,2400000.0,2100000.0,13425000.0,2148000.0,1879500.0,371333_1,
337629,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9521,256832,27,TC,8451,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,20000000.0,3200000.0,2800000.0,19250000.0,3080000.0,2695000.0,371333_2,
337691,202507_US_TTY - Loss Analysis_????only_Area,STC,6489,9523,256882,27,TC,8450,202501_JEWELERS MUTUAL - PROPERTY CAT XOL,NP,JEWELERS MUTUAL,11290775.6916651,1806524.11066642,1580708.59683312,10105244.2440403,1616839.07904645,1414734.19416564,371333_1,
